Gene_Id,Gene_Symbol,Gene_Description,Disease_Id,DiseaseName,PsychiatricDisorder,diseaseId,name,type,diseaseClassMSH,diseaseClassNameMSH,hpoClassId,hpoClassName,doClassId,doClassName,umlsSemanticTypeId,umlsSemanticTypeName,Approved symbol,HGNC ID,Approved name,NCBI gene ID,Ensembl gene ID,GENE,TARGET_NAME,TARGET_CLASS,SWISSPROT,ACT_VALUE,ACT_TYPE,ACT_SOURCE
239,ALOX12,arachidonate 12-lipoxygenase,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ALOX12,HGNC:429,"arachidonate 12-lipoxygenase, 12S type",239,ENSG00000108839,ALOX12,"Arachidonate 12-lipoxygenase, 12S-type",Enzyme,LOX12_HUMAN,5.72,IC50,CHEMBL
288,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ANK3,HGNC:494,ankyrin 3,288,ENSG00000151150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
255239,ANKK1,ankyrin repeat and kinase domain containing 1,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ANKK1,HGNC:21027,ankyrin repeat and kinase domain containing 1,255239,ENSG00000170209,ANKK1,Ankyrin repeat and protein kinase domain-containing protein 1,Kinase,ANKK1_HUMAN,6.51,Kd,CHEMBL
347,APOD,apolipoprotein D,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,APOD,HGNC:612,apolipoprotein D,347,ENSG00000189058,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
348,APOE,apolipoprotein E,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,APOE,HGNC:613,apolipoprotein E,348,ENSG00000130203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
351,APP,amyloid beta (A4) precursor protein,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,APP,HGNC:620,amyloid beta precursor protein,351,ENSG00000142192,APP,Amyloid beta A4 protein,Unclassified,A4_HUMAN,4.52,IC50,CHEMBL
9639,ARHGEF10,Rho guanine nucleotide exchange factor (GEF) 10,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ARHGEF10,HGNC:14103,Rho guanine nucleotide exchange factor 10,9639,ENSG00000104728,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
406,ARNTL,aryl hydrocarbon receptor nuclear translocator-like,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ARNTL,HGNC:701,aryl hydrocarbon receptor nuclear translocator like,406,ENSG00000133794,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
56938,ARNTL2,aryl hydrocarbon receptor nuclear translocator-like 2,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ARNTL2,HGNC:18984,aryl hydrocarbon receptor nuclear translocator like 2,56938,ENSG00000029153,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
409,ARRB2,"arrestin, beta 2",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ARRB2,HGNC:712,arrestin beta 2,409,ENSG00000141480,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9048,ARTN,artemin,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ARTN,HGNC:727,artemin,9048,ENSG00000117407,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
438,ASMT,acetylserotonin O-methyltransferase,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ASMT,HGNC:750,acetylserotonin O-methyltransferase,438,ENSG00000196433,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23245,ASTN2,astrotactin 2,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ASTN2,HGNC:17021,astrotactin 2,23245,ENSG00000148219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
468,ATF4,activating transcription factor 4,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ATF4,HGNC:786,activating transcription factor 4,468,ENSG00000128272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22809,ATF5,activating transcription factor 5,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ATF5,HGNC:790,activating transcription factor 5,22809,ENSG00000169136,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
476,ATP1A1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ATP1A1,HGNC:799,ATPase Na+/K+ transporting subunit alpha 1,476,ENSG00000163399,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1,Transporter,AT1A1_HUMAN,7.52,Kd,WOMBAT-PK
477,ATP1A2,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ATP1A2,HGNC:800,ATPase Na+/K+ transporting subunit alpha 2,477,ENSG00000018625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
478,ATP1A3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ATP1A3,HGNC:801,ATPase Na+/K+ transporting subunit alpha 3,478,ENSG00000105409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488,ATP2A2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,ATP2A2,HGNC:812,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,488,ENSG00000174437,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
551,AVP,arginine vasopressin,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,AVP,HGNC:894,arginine vasopressin,551,ENSG00000101200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
553,AVPR1B,arginine vasopressin receptor 1B,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,AVPR1B,HGNC:896,arginine vasopressin receptor 1B,553,ENSG00000198049,AVPR1B,Vasopressin V1b receptor,GPCR,V1BR_HUMAN,9.43,Ki,CHEMBL
573,BAG1,BCL2-associated athanogene,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BAG1,HGNC:937,BAG cochaperone 1,573,ENSG00000107262,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
590,BCHE,butyrylcholinesterase,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BCHE,HGNC:983,butyrylcholinesterase,590,ENSG00000114200,BCHE,Cholinesterase,Enzyme,CHLE_HUMAN,8.5,IC50,IUPHAR
596,BCL2,B-cell CLL/lymphoma 2,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BCL2,HGNC:990,BCL2 apoptosis regulator,596,ENSG00000171791,BCL2,Apoptosis regulator Bcl-2,Cytosolic other,BCL2_HUMAN,4.22,Kd,CHEMBL
607,BCL9,B-cell CLL/lymphoma 9,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BCL9,HGNC:1008,BCL9 transcription coactivator,607,ENSG00000116128,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
613,BCR,breakpoint cluster region,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BCR,HGNC:1014,BCR activator of RhoGEF and GTPase,613,ENSG00000186716,BCR,Breakpoint cluster region protein,Kinase,BCR_HUMAN,0,0,WOMBAT-PK
624,BDKRB2,bradykinin receptor B2,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BDKRB2,HGNC:1030,bradykinin receptor B2,624,ENSG00000168398,BDKRB2,B2 bradykinin receptor,GPCR,BKRB2_HUMAN,5.114978205,Ki,DRUG MATRIX
627,BDNF,brain-derived neurotrophic factor,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BDNF,HGNC:1033,brain derived neurotrophic factor,627,ENSG00000176697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8553,BHLHE40,"basic helix-loop-helix family, member e40",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BHLHE40,HGNC:1046,basic helix-loop-helix family member e40,8553,ENSG00000134107,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79365,BHLHE41,"basic helix-loop-helix family, member e41",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BHLHE41,HGNC:16617,basic helix-loop-helix family member e41,79365,ENSG00000123095,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
637,BID,BH3 interacting domain death agonist,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BID,HGNC:1050,BH3 interacting domain death agonist,637,ENSG00000015475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
675,BRCA2,"breast cancer 2, early onset",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BRCA2,HGNC:1101,BRCA2 DNA repair associated,675,ENSG00000139618,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23774,BRD1,bromodomain containing 1,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,BRD1,HGNC:1102,bromodomain containing 1,23774,ENSG00000100425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
122525,C14orf28,chromosome 14 open reading frame 28,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,C14orf28,HGNC:19834,chromosome 14 open reading frame 28,122525,ENSG00000179476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
400359,C15orf53,chromosome 15 open reading frame 53,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
203228,C9orf72,chromosome 9 open reading frame 72,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,C9orf72,HGNC:28337,C9orf72-SMCR8 complex subunit,203228,ENSG00000147894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
773,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CACNA1A,HGNC:1388,calcium voltage-gated channel subunit alpha1 A,773,ENSG00000141837,CACNA1A,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Ion channel,CAC1A_HUMAN,6.6,Ki,WOMBAT-PK
774,CACNA1B,"calcium channel, voltage-dependent, N type, alpha 1B subunit",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CACNA1B,HGNC:1389,calcium voltage-gated channel subunit alpha1 B,774,ENSG00000148408,CACNA1B,Voltage-dependent N-type calcium channel subunit alpha-1B,Ion channel,CAC1B_HUMAN,5.78,IC50,CHEMBL
775,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CACNA1C,HGNC:1390,calcium voltage-gated channel subunit alpha1 C,775,ENSG00000151067,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,CAC1C_HUMAN,0,0,SCIENTIFIC LITERATURE
783,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CACNB2,HGNC:1402,calcium voltage-gated channel auxiliary subunit beta 2,783,ENSG00000165995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27091,CACNG5,"calcium channel, voltage-dependent, gamma subunit 5",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CACNG5,HGNC:1409,calcium voltage-gated channel auxiliary subunit gamma 5,27091,ENSG00000075429,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
793,CALB1,"calbindin 1, 28kDa",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CALB1,HGNC:1434,calbindin 1,793,ENSG00000104327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
796,CALCA,calcitonin-related polypeptide alpha,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CALCA,HGNC:1437,calcitonin related polypeptide alpha,796,ENSG00000110680,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
805,CALM2,"calmodulin 2 (phosphorylase kinase, delta)",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CALM2,HGNC:1445,calmodulin 2,805,ENSG00000143933,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
811,CALR,calreticulin,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CALR,HGNC:1455,calreticulin,811,ENSG00000179218,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
815,CAMK2A,calcium/calmodulin-dependent protein kinase II alpha,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CAMK2A,HGNC:1460,calcium/calmodulin dependent protein kinase II alpha,815,ENSG00000070808,CAMK2A,Calcium/calmodulin-dependent protein kinase type II subunit alpha,Kinase,KCC2A_HUMAN,7.1,Kd,CHEMBL
9607,CARTPT,CART prepropeptide,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CARTPT,HGNC:24323,CART prepropeptide,9607,ENSG00000164326,CARTPT,Cocaine- and amphetamine-regulated transcript protein,Transcription factor,CART_HUMAN,0,0,WOMBAT-PK
841,CASP8,"caspase 8, apoptosis-related cysteine peptidase",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CASP8,HGNC:1509,caspase 8,841,ENSG00000064012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
875,CBS,cystathionine-beta-synthase,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CBS,HGNC:1550,cystathionine beta-synthase,875,ENSG00000160200,CBS,Cystathionine beta-synthase,Enzyme,CBS_HUMAN,0,0,WOMBAT-PK
886,CCKAR,cholecystokinin A receptor,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CCKAR,HGNC:1570,cholecystokinin A receptor,886,ENSG00000163394,CCKAR,Cholecystokinin receptor type A,GPCR,CCKAR_HUMAN,0,0,DRUGBANK
6347,CCL2,chemokine (C-C motif) ligand 2,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CCL2,HGNC:10618,C-C motif chemokine ligand 2,6347,ENSG00000108691,CCL2,C-C motif chemokine 2,Cytokine,CCL2_HUMAN,5.16,IC50,CHEMBL
1015,CDH17,"cadherin 17, LI cadherin (liver-intestine)",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CDH17,HGNC:1756,cadherin 17,1015,ENSG00000079112,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1005,CDH7,"cadherin 7, type 2",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CDH7,HGNC:1766,cadherin 7,1005,ENSG00000081138,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
57132,CHMP1B,charged multivesicular body protein 1B,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CHMP1B,HGNC:24287,charged multivesicular body protein 1B,57132,ENSG00000255112,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
89832,CHRFAM7A,"CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CHRFAM7A,HGNC:15781,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,89832,ENSG00000166664,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1129,CHRM2,"cholinergic receptor, muscarinic 2",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CHRM2,HGNC:1951,cholinergic receptor muscarinic 2,1129,ENSG00000181072,CHRM2,Muscarinic acetylcholine receptor M2,GPCR,ACM2_HUMAN,5.900000095,Ki,IUPHAR
1131,CHRM3,"cholinergic receptor, muscarinic 3",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CHRM3,HGNC:1952,cholinergic receptor muscarinic 3,1131,ENSG00000133019,CHRM3,Muscarinic acetylcholine receptor M3,GPCR,ACM3_HUMAN,6.66,EC50,CHEMBL
1135,CHRNA2,"cholinergic receptor, nicotinic, alpha 2 (neuronal)",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CHRNA2,HGNC:1956,cholinergic receptor nicotinic alpha 2 subunit,1135,ENSG00000120903,CHRNA2,Neuronal acetylcholine receptor subunit alpha-2,Ion channel,ACHA2_HUMAN,4.7212,Ki,WOMBAT-PK
8973,CHRNA6,"cholinergic receptor, nicotinic, alpha 6 (neuronal)",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CHRNA6,HGNC:15963,cholinergic receptor nicotinic alpha 6 subunit,8973,ENSG00000147434,CHRNA6,Neuronal acetylcholine receptor subunit alpha-6,Ion channel,ACHA6_HUMAN,4.039999962,IC50,IUPHAR
1139,CHRNA7,"cholinergic receptor, nicotinic, alpha 7 (neuronal)",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CHRNA7,HGNC:1960,cholinergic receptor nicotinic alpha 7 subunit,1139,ENSG00000175344,CHRNA7,Neuronal acetylcholine receptor subunit alpha-7,Ion channel,ACHA7_HUMAN,5.1,Ki,CHEMBL
1142,CHRNB3,"cholinergic receptor, nicotinic, beta 3 (neuronal)",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CHRNB3,HGNC:1963,cholinergic receptor nicotinic beta 3 subunit,1142,ENSG00000147432,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10462,CLEC10A,"C-type lectin domain family 10, member A",C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CLEC10A,HGNC:16916,C-type lectin domain containing 10A,10462,ENSG00000132514,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9575,CLOCK,clock circadian regulator,C0005586,bipolar disorder,Bipolar disorders and related disorders,C0005586,Bipolar Disorder,disease,F03,Mental Disorders,HP:0000707,Abnormality of the nervous system,DOID:150,disease of mental health,T048,Mental or Behavioral Dysfunction,CLOCK,HGNC:2082,clock circadian regulator,9575,ENSG00000134852,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
