,Gene_Id,Gene_Symbol,Gene_Description,Disease_Id,DiseaseName,PsychiatricDisorder,type,diseaseClassMSH,diseaseClassNameMSH,doClassId,doClassName,umlsSemanticTypeId,umlsSemanticTypeName,HGNC ID,Ensembl gene ID
411,57132,CHMP1B,CHARGED MULTIVESICULAR BODY PROTEIN 1B,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:24287,ENSG00000255112
412,89832,CHRFAM7A,"CHRNA7 (CHOLINERGIC RECEPTOR, NICOTINIC, ALPHA 7, EXONS 5-10) AND FAM7A (FAMILY WITH SEQUENCE SIMILARITY 7A, EXONS A-E) FUSION",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:15781,ENSG00000166664
413,1129,CHRM2,"CHOLINERGIC RECEPTOR, MUSCARINIC 2",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:1951,ENSG00000181072
414,1131,CHRM3,"CHOLINERGIC RECEPTOR, MUSCARINIC 3",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:1952,ENSG00000133019
415,1135,CHRNA2,"CHOLINERGIC RECEPTOR, NICOTINIC, ALPHA 2 (NEURONAL)",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:1956,ENSG00000120903
416,8973,CHRNA6,"CHOLINERGIC RECEPTOR, NICOTINIC, ALPHA 6 (NEURONAL)",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:15963,ENSG00000147434
417,1139,CHRNA7,"CHOLINERGIC RECEPTOR, NICOTINIC, ALPHA 7 (NEURONAL)",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:1960,ENSG00000175344
418,1142,CHRNB3,"CHOLINERGIC RECEPTOR, NICOTINIC, BETA 3 (NEURONAL)",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:1963,ENSG00000147432
419,10462,CLEC10A,"C-TYPE LECTIN DOMAIN FAMILY 10, MEMBER A",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:16916,ENSG00000132514
420,9575,CLOCK,CLOCK CIRCADIAN REGULATOR,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2082,ENSG00000134852
421,1268,CNR1,CANNABINOID RECEPTOR 1 (BRAIN),C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2159,ENSG00000118432
422,1269,CNR2,CANNABINOID RECEPTOR 2 (MACROPHAGE),C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2160,ENSG00000188822
423,152330,CNTN4,CONTACTIN 4,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2174,ENSG00000144619
424,27255,CNTN6,CONTACTIN 6,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2176,ENSG00000134115
425,26047,CNTNAP2,CONTACTIN ASSOCIATED PROTEIN-LIKE 2,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:13830,ENSG00000174469
426,1312,COMT,CATECHOL-O-METHYLTRANSFERASE,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2228,ENSG00000093010
427,1385,CREB1,CAMP RESPONSIVE ELEMENT BINDING PROTEIN 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2345,ENSG00000118260
428,1387,CREBBP,CREB BINDING PROTEIN,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2348,ENSG00000005339
429,1390,CREM,CAMP RESPONSIVE ELEMENT MODULATOR,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2352,ENSG00000095794
430,1392,CRH,CORTICOTROPIN RELEASING HORMONE,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2355,ENSG00000147571
431,1393,CRHBP,CORTICOTROPIN RELEASING HORMONE BINDING PROTEIN,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2356,ENSG00000145708
432,1394,CRHR1,CORTICOTROPIN RELEASING HORMONE RECEPTOR 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2357,ENSG00000120088
433,1395,CRHR2,CORTICOTROPIN RELEASING HORMONE RECEPTOR 2,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2358,ENSG00000106113
434,1407,CRY1,CRYPTOCHROME CIRCADIAN CLOCK 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2384,ENSG00000008405
435,1408,CRY2,CRYPTOCHROME CIRCADIAN CLOCK 2,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2385,ENSG00000121671
436,64478,CSMD1,CUB AND SUSHI MULTIPLE DOMAINS 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14026,ENSG00000183117
437,1453,CSNK1D,"CASEIN KINASE 1, DELTA",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2452,ENSG00000141551
438,1454,CSNK1E,"CASEIN KINASE 1, EPSILON",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2453,ENSG00000213923
439,1465,CSRP1,CYSTEINE AND GLYCINE-RICH PROTEIN 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2469,ENSG00000159176
440,1493,CTLA4,CYTOTOXIC T-LYMPHOCYTE-ASSOCIATED PROTEIN 4,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2505,ENSG00000163599
441,1501,CTNND2,"CATENIN (CADHERIN-ASSOCIATED PROTEIN), DELTA 2",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2516,ENSG00000169862
442,23316,CUX2,CUT-LIKE HOMEOBOX 2,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:19347,ENSG00000111249
443,3576,CXCL8,CHEMOKINE (C-X-C MOTIF) LIGAND 8,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:6025,ENSG00000169429
444,1610,DAO,D-AMINO-ACID OXIDASE,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2671,ENSG00000110887
445,267012,DAOA,D-AMINO ACID OXIDASE ACTIVATOR,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:21191,ENSG00000182346
446,282706,DAOA-AS1,DAOA ANTISENSE RNA 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:30243,ENSG00000232307
447,26528,DAZAP1,DAZ ASSOCIATED PROTEIN 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2683,ENSG00000071626
448,1621,DBH,DOPAMINE BETA-HYDROXYLASE (DOPAMINE BETA-MONOOXYGENASE),C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2689,ENSG00000123454
449,1627,DBN1,DREBRIN 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2695,ENSG00000113758
450,28988,DBNL,DREBRIN-LIKE,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2696,ENSG00000136279
451,9201,DCLK1,DOUBLECORTIN-LIKE KINASE 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2700,ENSG00000133083
452,84516,DCTN5,DYNACTIN 5 (P25),C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:24594,ENSG00000166847
453,1644,DDC,DOPA DECARBOXYLASE (AROMATIC L-AMINO ACID DECARBOXYLASE),C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2719,ENSG00000132437
455,1607,DGKB,"DIACYLGLYCEROL KINASE, BETA 90KDA",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2850,ENSG00000136267
456,160851,DGKH,"DIACYLGLYCEROL KINASE, ETA",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2854,ENSG00000102780
457,1734,DIO2,"DEIODINASE, IODOTHYRONINE, TYPE II",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2884,ENSG00000211448
458,27185,DISC1,DISRUPTED IN SCHIZOPHRENIA 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2888,ENSG00000162946
459,27121,DKK4,DICKKOPF WNT SIGNALING PATHWAY INHIBITOR 4,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2894,ENSG00000104371
460,1740,DLG2,"DISCS, LARGE HOMOLOG 2 (DROSOPHILA)",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2901,ENSG00000150672
461,1741,DLG3,"DISCS, LARGE HOMOLOG 3 (DROSOPHILA)",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2902,ENSG00000082458
462,1742,DLG4,"DISCS, LARGE HOMOLOG 4 (DROSOPHILA)",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2903,ENSG00000132535
463,1745,DLX1,DISTAL-LESS HOMEOBOX 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2914,ENSG00000144355
464,1769,DNAH8,"DYNEIN, AXONEMAL, HEAVY CHAIN 8",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2952,ENSG00000124721
465,3337,DNAJB1,"DNAJ (HSP40) HOMOLOG, SUBFAMILY B, MEMBER 1",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:5270,ENSG00000132002
466,1786,DNMT1,DNA (CYTOSINE-5-)-METHYLTRANSFERASE 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2976,ENSG00000130816
467,23348,DOCK9,DEDICATOR OF CYTOKINESIS 9,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14132,ENSG00000088387
468,55816,DOK5,DOCKING PROTEIN 5,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:16173,ENSG00000101134
469,1808,DPYSL2,DIHYDROPYRIMIDINASE-LIKE 2,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3014,ENSG00000092964
470,1812,DRD1,DOPAMINE RECEPTOR D1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3020,ENSG00000184845
471,1813,DRD2,DOPAMINE RECEPTOR D2,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3023,ENSG00000149295
472,1814,DRD3,DOPAMINE RECEPTOR D3,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3024,ENSG00000151577
473,1815,DRD4,DOPAMINE RECEPTOR D4,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3025,ENSG00000069696
474,1816,DRD5,DOPAMINE RECEPTOR D5,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3026,ENSG00000169676
475,1826,DSCAM,DOWN SYNDROME CELL ADHESION MOLECULE,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3039,ENSG00000171587
476,84062,DTNBP1,DYSTROBREVIN BINDING PROTEIN 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:17328,ENSG00000047579
477,1848,DUSP6,DUAL SPECIFICITY PHOSPHATASE 6,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3072,ENSG00000139318
478,1959,EGR2,EARLY GROWTH RESPONSE 2,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3239,ENSG00000122877
479,1960,EGR3,EARLY GROWTH RESPONSE 3,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3240,ENSG00000179388
480,1962,EHHADH,"ENOYL-COA, HYDRATASE/3-HYDROXYACYL COA DEHYDROGENASE",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3247,ENSG00000113790
481,2065,ERBB3,ERB-B2 RECEPTOR TYROSINE KINASE 3,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3431,ENSG00000065361
482,2066,ERBB4,ERB-B2 RECEPTOR TYROSINE KINASE 4,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3432,ENSG00000178568
484,30816,ERVW-1,"ENDOGENOUS RETROVIRUS GROUP W, MEMBER 1",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:13525,ENSG00000242950
485,2099,ESR1,ESTROGEN RECEPTOR 1,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3467,ENSG00000091831
486,2158,F9,COAGULATION FACTOR IX,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3551,ENSG00000101981
487,2173,FABP7,"FATTY ACID BINDING PROTEIN 7, BRAIN",C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3562,ENSG00000164434
488,9415,FADS2,FATTY ACID DESATURASE 2,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3575,ENSG00000134824
490,26224,FBXL3,F-BOX AND LEUCINE-RICH REPEAT PROTEIN 3,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:13599,ENSG00000005812
491,9638,FEZ1,FASCICULATION AND ELONGATION PROTEIN ZETA 1 (ZYGIN I),C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3659,ENSG00000149557
492,8822,FGF17,FIBROBLAST GROWTH FACTOR 17,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3673,ENSG00000158815
493,26281,FGF20,FIBROBLAST GROWTH FACTOR 20,C0005586,BIPOLAR DISORDER,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3677,ENSG00000078579
